Date,Open,High,Low,Close,Adj Close,Volume
2006-10-02,45.779999,45.782001,45.355000,45.355000,45.355000,0
2006-10-09,45.508999,45.733002,45.244999,45.299999,45.299999,0
2006-10-16,45.297001,45.396999,45.124001,45.125000,45.125000,0
2006-10-23,45.229000,45.355000,44.986000,45.005001,45.005001,0
2006-10-30,45.000000,45.019001,44.695000,44.695000,44.695000,0
2006-11-06,44.813999,44.832001,44.395000,44.485001,44.485001,0
2006-11-13,44.612000,45.279999,44.605000,44.685001,44.685001,0
2006-11-20,44.779999,45.035000,44.529999,44.529999,44.529999,0
2006-11-27,44.529999,44.759998,44.435001,44.435001,44.435001,0
2006-12-04,44.560001,44.740002,44.355000,44.465000,44.465000,0
2006-12-11,44.560001,44.919998,44.466999,44.500000,44.500000,0
2006-12-18,44.493999,44.869999,44.305000,44.305000,44.305000,0
2006-12-25,44.305000,44.590000,44.040001,44.040001,44.040001,0
2007-01-01,44.220001,44.480000,44.040001,44.220001,44.220001,0
2007-01-08,44.365002,44.619999,44.209999,44.255001,44.255001,0
2007-01-15,44.349998,44.384998,44.025002,44.084999,44.084999,0
2007-01-22,44.084999,44.294998,44.014999,44.040001,44.040001,0
2007-01-29,44.014999,44.327499,43.919998,43.919998,43.919998,0
2007-02-05,43.935001,44.139999,43.117001,43.980000,43.980000,0
2007-02-12,43.971001,44.205002,43.805000,44.000000,44.000000,0
2007-02-19,43.993000,44.282501,43.915001,44.200001,44.200001,0
2007-02-26,44.189999,44.345001,43.959000,44.035000,44.035000,0
2007-03-05,44.498001,44.650002,44.005001,44.009998,44.009998,0
2007-03-12,43.855000,44.352501,43.855000,43.889999,43.889999,0
2007-03-19,44.033001,44.040001,43.215000,43.305000,43.305000,0
2007-03-26,43.292000,43.735001,42.709999,43.044998,43.044998,0
2007-04-02,43.200001,43.235001,42.681000,42.695000,42.695000,0
2007-04-09,42.847500,43.014999,42.365002,42.365002,42.365002,0
2007-04-16,42.365002,42.520000,41.505001,41.520000,41.520000,0
2007-04-23,41.665001,41.732498,40.485001,40.724998,40.724998,0
2007-04-30,41.349998,41.430000,40.514999,40.680000,40.680000,0
2007-05-07,40.671001,41.415001,40.500000,40.674999,40.674999,0
2007-05-14,41.037498,41.037498,40.286999,40.299999,40.299999,0
2007-05-21,40.294998,40.665001,40.075001,40.520000,40.520000,0
2007-05-28,40.512001,40.810001,40.125000,40.215000,40.215000,0
2007-06-04,40.500000,41.130001,40.124001,40.759998,40.759998,0
2007-06-11,40.990002,41.064999,40.419998,40.459999,40.459999,0
2007-06-18,40.520000,40.845001,40.425999,40.494999,40.494999,0
2007-06-25,40.680000,41.047501,40.525002,40.529999,40.529999,0
2007-07-02,40.619999,40.669998,40.229000,40.310001,40.310001,0
2007-07-09,40.400002,40.632000,40.127998,40.200001,40.200001,0
2007-07-16,40.404999,40.445000,40.125000,40.125000,40.125000,0
2007-07-23,40.340000,40.535000,40.046001,40.320000,40.320000,0
2007-07-30,40.572498,40.575001,40.115002,40.195000,40.195000,0
2007-08-06,40.259998,40.695000,40.187000,40.400002,40.400002,0
2007-08-13,40.513000,41.615002,40.342999,41.000000,41.000000,0
2007-08-20,40.992001,41.180000,40.715000,40.840000,40.840000,0
2007-08-27,40.980000,41.302502,40.575001,40.575001,40.575001,0
2007-09-03,40.660000,40.947498,40.340000,40.599998,40.599998,0
2007-09-10,40.419998,40.610001,40.269001,40.285000,40.285000,0
2007-09-17,40.430000,40.599998,39.587002,39.770000,39.770000,0
2007-09-24,39.820000,39.830002,39.425999,39.575001,39.575001,0
2007-10-01,39.580002,39.855000,39.150002,39.404999,39.404999,0
2007-10-08,39.389999,39.537498,39.028999,39.095001,39.095001,0
2007-10-15,39.299999,39.825001,39.145000,39.450001,39.450001,0
2007-10-22,39.892502,39.900002,39.235001,39.235001,39.235001,0
2007-10-29,39.235001,39.455002,39.146000,39.265999,39.265999,0
2007-11-05,39.233002,39.365002,38.979000,39.044998,39.044998,0
2007-11-12,38.995998,39.384998,38.987999,39.174999,39.174999,0
2007-11-19,39.294998,39.630001,39.139000,39.599998,39.599998,0
2007-11-26,39.514999,39.884998,39.382999,39.362999,39.362999,0
2007-12-03,39.394001,39.619999,39.169998,39.360001,39.360001,0
2007-12-10,39.351002,39.415001,39.215000,39.240002,39.240002,0
2007-12-17,39.365002,39.632500,39.223000,39.235001,39.235001,0
2007-12-24,39.470001,39.509998,39.186001,39.244999,39.244999,0
2007-12-31,39.395000,39.465000,39.084000,39.095001,39.095001,0
2008-01-07,39.340000,39.340000,39.064999,39.095001,39.095001,0
2008-01-14,39.279999,39.334999,39.084000,39.134998,39.134998,0
2008-01-21,39.340000,39.759998,39.084999,39.245998,39.245998,0
2008-01-28,39.292000,39.465000,39.055000,39.055000,39.055000,0
2008-02-04,39.330002,39.724998,39.064999,39.535000,39.535000,0
2008-02-11,39.639999,39.880001,39.494999,39.584999,39.584999,0
2008-02-18,39.669998,40.209999,39.581001,39.974998,39.974998,0
2008-02-25,40.000000,40.075001,39.615002,39.910000,39.910000,0
2008-03-03,40.169998,40.630001,39.990002,40.355000,40.355000,0
2008-03-10,40.560001,40.700001,39.869999,40.075001,40.075001,0
2008-03-17,40.759998,40.810001,40.104000,40.185001,40.185001,0
2008-03-24,40.369999,40.404999,39.615002,39.615002,39.615002,0
2008-03-31,39.834999,40.070000,39.761002,39.805000,39.805000,0
2008-04-07,39.915001,40.037498,39.775002,39.775002,39.775002,0
2008-04-14,39.875000,39.980000,39.646999,39.665001,39.665001,0
2008-04-21,39.860001,40.240002,39.735001,39.990002,39.990002,0
2008-04-28,40.134998,40.715000,40.000000,40.485001,40.485001,0
2008-05-05,40.630001,41.740002,40.435001,41.500000,41.500000,0
2008-05-12,41.599998,42.860001,41.583000,42.435001,42.435001,0
2008-05-19,42.185001,43.169998,42.164001,42.610001,42.610001,0
2008-05-26,42.750000,42.950001,42.084999,42.084999,42.084999,0
2008-06-02,42.084999,42.915001,42.084999,42.564999,42.564999,0
2008-06-09,42.845001,42.950001,42.583000,42.805000,42.805000,0
2008-06-16,42.880001,42.970001,42.702999,42.799999,42.799999,0
2008-06-23,42.959999,42.970001,42.525002,42.715000,42.715000,0
2008-06-30,42.915001,43.362499,42.839001,43.084999,43.084999,0
2008-07-07,43.119999,43.389999,42.646999,42.728001,42.728001,0
2008-07-14,42.865002,43.205002,42.584999,42.595001,42.595001,0
2008-07-21,42.779999,42.825001,41.794998,42.084999,42.084999,0
2008-07-28,42.299999,42.735001,42.185001,42.433998,42.433998,0
2008-08-04,null,null,null,null,null,null
2008-08-11,null,null,null,null,null,null
2008-08-18,null,null,null,null,null,null
2008-08-25,43.955002,44.062500,43.430000,43.625000,43.625000,0
2008-09-01,43.930000,44.639999,43.869999,44.573002,44.573002,0
2008-09-08,44.573002,45.744999,44.130001,45.560001,45.560001,0
2008-09-15,45.560001,46.948002,45.243000,45.705002,45.705002,0
2008-09-22,45.560001,46.570999,45.222000,46.498001,46.498001,0
2008-09-29,46.498001,47.165001,46.147999,46.973000,46.973000,0
2008-10-06,46.973000,49.119999,46.973000,48.423000,48.423000,0
2008-10-13,48.459999,48.990002,47.577999,48.823002,48.823002,0
2008-10-20,48.823002,49.994999,48.660000,49.755001,49.755001,0
2008-10-27,49.980000,50.255001,48.483002,49.403000,49.403000,0
2008-11-03,49.403000,49.403000,46.849998,47.555000,47.555000,0
2008-11-10,47.555000,49.452499,47.215000,48.783001,48.783001,0
2008-11-17,48.985001,50.613998,48.762001,49.548000,49.548000,0
2008-11-24,50.044998,50.233002,48.798000,49.568001,49.568001,0
2008-12-01,50.119999,50.557999,49.423000,49.563000,49.563000,0
2008-12-08,49.230000,49.573002,47.938000,48.233002,48.233002,0
2008-12-15,48.233002,48.233002,46.587002,47.037998,47.037998,0
2008-12-22,47.270000,49.099998,47.270000,48.682999,48.682999,0
2008-12-29,48.200001,49.075001,47.970001,48.244999,48.244999,0
2009-01-05,48.799999,49.119999,48.022999,48.292999,48.292999,0
2009-01-12,48.299999,49.132999,48.299999,48.643002,48.643002,0
2009-01-19,48.779999,49.283001,48.506001,49.018002,49.018002,0
2009-01-26,48.627998,49.099998,48.430000,48.733002,48.733002,0
2009-02-02,48.733002,49.080002,48.373001,48.623001,48.623001,0
2009-02-09,48.623001,48.938000,48.463001,48.598000,48.598000,0
2009-02-16,48.598000,50.037998,48.598000,49.733002,49.733002,0
2009-02-23,49.553001,51.123001,49.257000,50.893002,50.893002,0
2009-03-02,50.893002,52.160000,50.893002,51.682999,51.682999,0
2009-03-09,51.682999,51.990002,50.983002,51.452999,51.452999,0
2009-03-16,51.452999,51.669998,50.070000,50.563000,50.563000,0
2009-03-23,50.563000,50.990002,50.098999,50.493000,50.493000,0
2009-03-30,50.493000,51.252998,49.728001,49.928001,49.928001,0
2009-04-06,49.928001,50.605000,49.605999,49.627998,49.627998,0
2009-04-13,49.627998,50.020000,49.369999,49.803001,49.803001,0
2009-04-20,49.803001,50.525002,49.598000,49.693001,49.693001,0
2009-04-27,49.693001,50.542999,49.060001,49.192001,49.192001,0
2009-05-04,50.029999,50.029999,49.073002,49.147999,49.147999,0
2009-05-11,49.147999,50.020000,49.049999,49.382999,49.382999,0
2009-05-18,49.382999,49.382999,46.930000,47.145000,47.145000,0
2009-05-25,47.099998,48.080002,46.949001,47.112999,47.112999,0
2009-06-01,47.112999,47.310001,46.714001,47.068001,47.068001,0
2009-06-08,47.099998,47.759998,47.049999,47.308998,47.308998,0
2009-06-15,47.599998,48.294998,47.573002,48.018002,48.018002,0
2009-06-22,48.018002,48.928001,48.018002,48.018002,48.018002,0
2009-06-29,48.018002,48.252998,47.702000,47.807999,47.807999,0
2009-07-06,47.807999,49.020000,47.807999,48.763000,48.763000,0
2009-07-13,48.763000,49.428001,48.279999,48.563000,48.563000,0
2009-07-20,48.740002,48.740002,48.089001,48.162998,48.162998,0
2009-07-27,48.162998,48.570000,47.625999,47.625999,47.625999,0
2009-08-03,47.625999,47.963001,47.272999,47.737999,47.737999,0
2009-08-10,47.737999,48.483002,47.654999,48.193001,48.193001,0
2009-08-17,48.193001,48.983002,48.193001,48.432999,48.432999,0
2009-08-24,48.432999,48.900002,48.389999,48.528000,48.528000,0
2009-08-31,48.650002,48.924999,48.509998,48.868000,48.868000,0
2009-09-07,48.580002,48.612999,48.368999,48.394001,48.394001,0
2009-09-14,48.639999,48.639999,47.997002,48.037998,48.037998,0
2009-09-21,48.000000,48.279999,47.882999,47.938000,47.938000,0
2009-09-28,47.862999,48.132999,47.623001,47.627998,47.627998,0
2009-10-05,47.627998,47.709999,46.208000,46.458000,46.458000,0
2009-10-12,46.410000,46.678001,45.799999,46.217999,46.217999,0
2009-10-19,46.083000,46.814999,45.932499,46.428001,46.428001,0
2009-10-26,46.428001,47.619999,46.410000,46.917999,46.917999,0
2009-11-02,46.903000,47.438000,46.733002,46.740002,46.740002,0
2009-11-09,46.799999,46.799999,46.240002,46.257999,46.257999,0
2009-11-16,46.330002,46.757999,45.990002,46.643002,46.643002,0
2009-11-23,46.520000,47.064999,45.840000,46.553001,46.553001,0
2009-11-30,46.553001,46.553001,46.000000,46.150002,46.150002,0
2009-12-07,46.150002,46.849998,46.150002,46.473000,46.473000,0
2009-12-14,46.473000,46.958000,46.473000,46.702999,46.702999,0
2009-12-21,46.702999,46.897999,46.650002,46.650002,46.650002,0
2009-12-28,46.533001,46.764999,46.400002,46.610001,46.610001,0
2010-01-04,46.610001,46.610001,45.483002,45.518002,45.518002,0
2010-01-11,45.764999,45.813000,45.223000,45.803001,45.803001,0
2010-01-18,45.803001,46.313000,45.502998,46.223000,46.223000,0
2010-01-25,46.150002,46.548000,45.848000,46.098000,46.098000,0
2010-02-01,46.098000,46.750000,45.900002,46.737999,46.737999,0
2010-02-08,46.737999,46.868000,46.318001,46.400002,46.400002,0
2010-02-15,46.400002,46.472500,45.950001,46.252998,46.252998,0
2010-02-22,46.252998,46.487999,45.900002,46.068001,46.068001,0
2010-03-01,45.967999,46.133999,45.400002,45.507999,45.507999,0
2010-03-08,45.610001,45.658001,45.250000,45.498001,45.498001,0
2010-03-15,45.498001,45.669998,45.250000,45.268002,45.268002,0
2010-03-22,45.268002,45.700001,45.090000,45.138000,45.138000,0
2010-03-29,45.235001,45.235001,44.590000,44.807999,44.807999,0
2010-04-05,44.889999,44.889999,44.119999,44.119999,44.119999,0
2010-04-12,44.119999,44.674999,44.119999,44.318001,44.318001,0
2010-04-19,44.318001,44.737999,44.290001,44.290001,44.290001,0
2010-04-26,44.290001,44.757999,44.217999,44.217999,44.217999,0
2010-05-03,44.217999,45.717999,44.217999,45.417999,45.417999,0
2010-05-10,45.417999,45.417999,44.750000,45.217999,45.217999,0
2010-05-17,45.209999,47.330002,45.209999,46.917999,46.917999,0
2010-05-24,46.917999,47.730000,46.299999,46.327999,46.327999,0
2010-05-31,46.327999,47.270000,46.327999,46.868000,46.868000,0
2010-06-07,46.868000,47.400002,46.709999,46.778000,46.778000,0
2010-06-14,46.830002,46.830002,45.978001,45.978001,45.978001,0
2010-06-21,45.978001,46.598000,45.540001,46.358002,46.358002,0
2010-06-28,46.358002,46.778000,46.070000,46.568001,46.568001,0
2010-07-05,46.779999,47.145000,46.520000,46.658001,46.658001,0
2010-07-12,46.658001,46.932999,46.400002,46.702999,46.702999,0
2010-07-19,46.770000,47.428001,46.080002,46.917999,46.917999,0
2010-07-26,46.939999,47.053001,46.349998,46.368000,46.368000,0
2010-08-02,46.400002,46.400002,45.950001,46.056000,46.056000,0
2010-08-09,45.958000,47.029999,45.939999,46.709999,46.709999,0
2010-08-16,46.627998,46.880001,46.257999,46.358002,46.358002,0
2010-08-23,46.608002,47.018002,46.560001,46.787998,46.787998,0
2010-08-30,46.803001,47.103001,46.467999,46.599998,46.599998,0
2010-09-06,46.577999,46.868000,46.202999,46.303001,46.303001,0
2010-09-13,46.480000,46.480000,45.768002,46.099998,46.099998,0
2010-09-20,45.877998,45.877998,45.090000,45.450001,45.450001,0
2010-09-27,45.240002,45.278000,44.403000,44.563000,44.563000,0
2010-10-04,44.412998,44.779999,42.209999,44.200001,44.200001,0
2010-10-11,44.408001,44.757999,43.987999,44.068001,44.068001,0
2010-10-18,44.158001,44.592999,44.158001,44.200001,44.200001,0
2010-10-25,44.590000,44.610001,44.240002,44.419998,44.419998,0
2010-11-01,44.320000,44.478001,43.840000,44.013000,44.013000,0
2010-11-08,44.205002,44.868000,44.189999,44.240002,44.240002,0
2010-11-15,44.778000,45.564999,44.778000,45.150002,45.150002,0
2010-11-22,45.290001,45.873001,45.182999,45.557999,45.557999,0
2010-11-29,45.709999,46.110001,44.900002,45.130001,45.130001,0
2010-12-06,44.912998,45.330002,44.500000,45.049999,45.049999,0
2010-12-13,44.950001,45.605000,44.849998,45.250000,45.250000,0
2010-12-20,45.167999,45.654999,44.950001,45.060001,45.060001,0
2010-12-27,45.110001,45.278000,44.654999,44.810001,44.810001,0
2011-01-03,44.818001,45.522999,44.599998,45.180000,45.180000,0
2011-01-10,45.358002,45.548000,44.910000,44.959999,44.959999,0
2011-01-17,45.360001,45.842999,45.298000,45.778000,45.778000,0
2011-01-24,45.588001,45.853001,45.450001,45.688000,45.688000,0
2011-01-31,45.838001,46.009998,45.410000,45.560001,45.560001,0
2011-02-07,45.608002,45.775002,45.150002,45.630001,45.630001,0
2011-02-14,45.685001,45.685001,45.099998,45.209999,45.209999,0
2011-02-21,45.195000,45.490002,44.917999,45.400002,45.400002,0
2011-02-28,45.250000,45.302502,44.750000,44.849998,44.849998,0
2011-03-07,44.980000,45.285000,44.849998,45.110001,45.110001,0
2011-03-14,45.237999,45.360001,44.950001,45.049999,45.049999,0
2011-03-21,44.998001,45.083000,44.549999,44.599998,44.599998,0
2011-03-28,44.693001,44.893002,44.389999,44.450001,44.450001,0
2011-04-04,44.264999,44.465000,43.930000,44.099998,44.099998,0
2011-04-11,44.063000,44.592999,44.055000,44.419998,44.419998,0
2011-04-18,44.320000,44.689999,44.250000,44.259998,44.259998,0
2011-04-25,44.365002,44.615002,44.208000,44.299999,44.299999,0
2011-05-02,44.215000,44.889999,44.215000,44.700001,44.700001,0
2011-05-09,44.790001,45.040001,44.590000,44.709999,44.709999,0
2011-05-16,44.849998,45.169998,44.849998,44.849998,44.849998,0
2011-05-23,45.000000,45.419998,45.000000,45.189999,45.189999,0
2011-05-30,45.173000,45.173000,44.750000,44.759998,44.759998,0
2011-06-06,44.823002,44.823002,44.573002,44.599998,44.599998,0
2011-06-13,44.723000,44.959999,44.549999,44.799999,44.799999,0
2011-06-20,44.860001,45.053001,44.709999,44.849998,44.849998,0
2011-06-27,44.990002,45.130001,44.450001,44.592999,44.592999,0
2011-07-04,44.623001,44.623001,44.292999,44.330002,44.330002,0
2011-07-11,44.412998,44.750000,44.349998,44.400002,44.400002,0
2011-07-18,44.520000,44.662998,44.299999,44.299999,44.299999,0
2011-07-25,44.408001,44.431000,43.852501,44.009998,44.009998,0
2011-08-01,44.180000,44.842999,44.025002,44.563000,44.563000,0
2011-08-08,44.730000,45.450001,44.730000,45.292999,45.292999,0
2011-08-15,45.180000,45.744999,45.169998,45.709999,45.709999,0
2011-08-22,45.924999,46.200001,45.549999,46.009998,46.009998,0
2011-08-29,46.153000,46.153000,40.700001,45.700001,45.700001,0
2011-09-05,45.737999,46.658001,45.737999,46.130001,46.130001,0
2011-09-12,46.570000,48.000000,46.570000,47.500000,47.500000,0
2011-09-19,47.169998,49.889999,47.169998,49.473000,49.473000,0
2011-09-26,49.419998,49.763000,48.653000,48.860001,48.860001,0
2011-10-03,49.450001,49.529999,48.900002,49.040001,49.040001,0
2011-10-10,49.150002,49.459999,48.813000,49.200001,49.200001,0
